player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Haynes King,124329,QB,GA TECH,11,285,84.0,94,102,4.5,2.33,3,2,1.9,74.5,76,29,3.8,106,37.2,3,43,,,,,72.3,69.7,78.9,,69.9,,,55.5,,,0,1,111,3.4,113.0,0.9,1,3,0,5,7,1,0.9,736,7.2,0,176,51.8,85.9,81.0,74.4,81.3,155,169,7.0,2.53,5,6,3.3,71.0,120,31,4.8,179,62.8,6,61,,,,,61.6,85.2,81.2,,83.2,,,66.2,,,0,1,190,22.6,106.3,3.9,7,3,2,7,7,2,1.1,1368,8.1,86.1,209,222,5.8,2.28,7,7,3.1,78.4,174,0,3.3,225,78.9,6,91,,,,,75.2,91.1,82.2,,90.4,,,66.3,,,0,1,231,,117.8,0.0,0,3,2,4,12,1,0.4,1867,8.4,0,62.5,40,49,7.7,3.12,1,1,1.7,44.9,22,60,12.0,60,21.1,3,13,,,,,44.9,43.1,76.9,,43.7,,,55.6,,,0,1,70,13.3,64.8,13.3,8,3,0,8,2,2,2.9,237,4.8
Hudson Card,123109,QB,PURDUE,10,285,66.7,87,98,10.7,3.14,0,3,3.0,52.0,51,60,12.1,117,41.1,7,33,,,,,72.6,71.3,79.1,,72.3,59.1,,54.2,,,4,2,120,21.7,74.1,11.1,13,6,1,6,3,3,2.5,633,6.5,0,273,77.9,73.3,72.0,63.8,75.6,135,152,8.5,3.06,5,5,3.1,61.2,93,63,8.8,168,58.9,9,51,,,,,74.1,70.2,53.8,,68.9,,,67.0,,,1,5,180,11.1,80.2,4.2,7,9,0,11,6,6,3.3,1008,6.6,80.3,147,154,8.4,2.61,3,6,3.8,69.5,107,0,9.3,162,56.8,11,63,,,,,73.9,91.2,80.6,,90.3,,,73.0,,,0,2,168,,105.4,0.0,0,8,1,3,9,3,1.8,1160,7.5,2,56.0,75,96,11.3,3.74,2,2,1.9,38.5,37,123,11.9,123,43.2,5,21,,,,,72.9,40.6,45.2,,43.4,59.1,,48.8,,,5,5,132,16.3,33.4,16.3,20,7,0,14,0,6,4.5,481,5.0
Kirk Francis,173296,QB,TULSA,11,284,59.7,72,77,9.4,2.43,2,2,2.4,49.4,38,28,11.6,84,29.6,5,23,,,,,50.3,47.6,78.0,,46.7,,,62.6,,,3,2,92,10.7,60.9,3.6,3,4,0,0,2,5,5.4,367,4.8,0,320,47.4,62.6,64.9,49.2,70.7,167,176,10.4,2.91,3,15,8.2,63.1,111,61,5.9,200,70.4,7,53,,,,,48.3,70.7,55.9,,73.7,54.3,,47.5,,,1,4,208,18.0,87.3,5.5,11,13,0,5,7,10,4.8,1220,6.9,71.2,184,189,9.7,2.46,4,12,6.0,64.0,121,0,7.6,195,68.7,10,57,,,,,74.7,79.6,81.6,,80.9,54.3,,45.2,,,0,2,205,,90.9,0.0,0,6,0,1,7,4,2.0,1249,6.6,3,54.5,55,64,11.4,3.43,1,5,7.1,43.8,28,89,6.7,89,31.3,2,19,,,,,23.3,30.0,30.9,,29.9,,,58.3,,,4,4,95,15.7,44.9,15.7,14,11,0,4,2,11,11.6,338,5.3
Skyler Locklear,164027,QB,UTEP,10,280,65.3,49,58,9.9,2.75,1,3,4.8,53.4,31,31,3.1,70,25.0,1,19,,,,,70.9,63.7,77.1,,60.6,,,68.0,,,1,2,74,19.4,68.2,8.6,6,6,0,7,2,2,2.7,341,5.9,0,330,56.3,67.9,65.7,61.2,75.2,165,176,8.6,2.98,2,11,5.9,67.0,118,65,4.8,210,75.0,6,53,,,,70.7,52.2,66.1,81.9,,66.9,90.1,,52.3,,,4,4,219,12.3,93.1,3.8,8,24,0,5,8,9,4.1,1246,7.1,76.7,172,175,8.0,2.27,3,10,5.5,72.6,127,0,3.8,184,65.7,5,50,,,,66.7,74.5,74.7,81.3,,72.6,82.5,,64.4,,,0,4,192,,100.4,0.0,0,7,0,0,9,6,3.1,1269,7.3,0,57.1,42,59,12.6,4.19,0,4,6.3,37.3,22,96,8.3,96,34.3,2,22,,,,66.7,32.5,49.8,78.5,,49.5,87.5,,53.5,,,5,2,101,14.6,47.1,14.6,14,23,0,12,1,5,5.0,318,5.4
Cam Fancher,145266,QB,FAU,9,273,69.4,62,74,6.5,3.06,1,0,0.0,54.1,40,55,7.0,98,35.9,3,26,,,,,72.1,54.8,78.5,,51.7,,,65.5,,,1,3,105,23.6,74.8,13.3,13,11,0,10,4,3,2.9,472,6.4,0,165,55.1,62.2,59.9,63.3,71.3,129,138,8.9,3.32,1,4,2.8,61.6,85,58,7.6,175,64.1,7,52,,,,,47.9,58.6,81.0,,65.1,,,43.6,,,2,3,182,19.0,81.1,6.3,11,26,1,5,2,8,4.4,1057,7.7,76.4,140,144,8.0,2.6,2,1,0.7,68.8,99,0,7.5,160,58.6,8,59,,,,,73.9,67.7,80.6,,69.4,,,54.3,,,0,4,168,,95.0,0.0,0,16,1,1,5,5,3.0,1230,8.5,2,54.9,51,68,8.4,4.13,0,3,4.1,38.2,26,113,7.1,113,41.4,2,19,,,,,37.1,42.3,79.1,,44.9,,,49.9,,,3,2,119,21.2,44.9,21.2,24,21,0,14,1,6,5.0,299,4.4
Katin Houser,158386,QB,E CAROLINA,9,272,58.7,63,70,12.0,2.22,1,4,4.9,50.0,35,22,5.4,77,28.3,2,25,,,,,71.5,62.1,30.7,,61.4,,,66.4,,,2,5,88,18.2,61.3,5.2,4,3,1,3,4,4,4.5,475,6.8,1,156,43.8,74.1,73.2,63.3,71.1,173,178,10.4,2.34,2,15,8.0,64.0,114,35,7.3,195,71.7,9,69,,,,,48.2,77.5,81.6,,76.8,,,59.4,,,2,6,204,14.3,103.2,2.6,5,8,0,1,14,10,4.9,1518,8.5,70.4,203,207,10.9,2.09,2,17,7.8,64.3,133,0,7.0,215,79.0,10,84,,,,,61.6,84.2,82.1,,82.1,,,66.7,,,0,5,227,,103.7,0.5,1,3,1,1,14,7,3.1,1767,8.5,4,51.5,33,41,10.4,3.12,1,2,4.1,39.0,16,57,5.9,57,21.0,1,10,,,,,44.0,39.2,21.9,,38.8,,,59.3,,,4,6,65,14.0,50.5,14.0,8,8,0,3,4,7,10.8,226,5.5
Colton Joseph,172283,QB,DOMINION,9,269,57.1,70,72,10.0,2.92,0,3,3.9,51.4,37,39,7.5,96,35.7,3,26,,,,,20.1,56.9,78.5,,49.8,,,72.0,,,1,1,103,20.5,83.9,8.3,8,15,0,1,5,7,6.8,373,5.2,0,263,25.3,67.8,54.6,79.9,69.4,144,150,10.6,2.85,0,3,1.9,64.0,96,54,4.0,173,64.3,4,67,,,,,35.0,60.8,81.0,,58.5,,,68.0,,,2,4,181,18.5,92.4,5.8,10,12,0,4,6,13,7.2,1252,8.3,69.8,162,163,9.4,2.45,0,5,3.0,66.9,109,0,3.5,176,65.4,4,69,,,,,44.6,75.0,80.9,,72.1,,,71.2,,,0,2,178,,106.4,0.6,1,11,0,1,10,8,4.5,1301,8.0,1,51.9,52,59,13.7,3.67,0,1,1.4,40.7,24,93,11.1,93,34.6,3,24,,,,,17.8,35.1,78.6,,29.0,,,69.6,,,3,3,106,18.3,43.3,18.3,17,16,0,4,1,12,11.3,324,5.5
Brock Vandagriff,146713,QB,KENTUCKY,11,265,72.6,62,76,10.9,2.98,3,3,3.6,52.6,40,50,11.1,97,36.6,5,32,,,,,53.0,65.6,78.6,,62.7,54.3,,71.4,,,1,1,106,28.0,84.3,14.4,14,7,0,10,3,2,1.9,559,7.4,0,202,49.2,71.8,66.7,71.7,69.7,132,145,10.3,3.07,1,12,7.8,59.3,86,53,6.5,168,63.4,6,49,,,,,60.8,71.5,80.9,,67.8,,,72.8,,,1,7,180,20.8,77.2,6.5,11,12,1,10,7,10,5.6,1035,7.1,77.4,146,151,9.5,2.51,2,10,6.2,69.5,105,0,7.1,162,61.1,8,61,,,,,74.0,84.0,80.8,,81.8,54.3,,69.7,,,0,6,174,,96.6,0.6,1,10,1,2,8,7,4.0,1287,8.5,2,50.0,48,70,13.5,3.86,2,5,6.6,30.0,21,103,12.5,103,38.9,3,20,,,,,34.9,45.5,78.8,,39.1,,,74.7,,,2,2,112,23.3,43.0,23.3,24,9,0,18,2,5,4.5,307,4.4
Isaac Wilson,183872,QB,UTAH,9,263,54.1,74,80,10.0,2.89,0,1,1.2,46.3,37,51,7.5,98,37.3,3,23,,,,,52.4,47.6,78.5,,46.8,,,60.3,,,3,4,103,21.6,71.5,11.2,11,7,0,3,6,5,4.9,513,6.4,0,328,34.9,49.9,51.3,49.4,70.8,137,145,9.6,3.03,1,6,4.1,62.1,90,43,7.2,165,62.7,7,46,,,,,45.8,53.9,80.6,,56.5,,,47.9,,,4,7,167,18.6,71.4,4.8,8,12,0,3,4,12,7.2,993,6.8,70.0,160,162,8.6,2.54,1,4,2.4,64.8,105,0,6.3,169,64.3,7,54,,,,,74.0,65.3,80.8,,64.0,,,64.5,,,0,6,174,,85.4,0.0,0,7,0,1,7,8,4.6,1178,7.3,0,49.0,51,63,13.1,3.77,0,3,4.7,34.9,22,94,12.0,94,35.7,3,15,,,,,24.4,29.3,78.2,,30.9,,,44.9,,,7,5,96,20.2,35.7,20.2,19,12,0,5,3,9,9.4,328,5.2
Evan Svoboda,157664,QB,WYOMING,10,263,50.8,63,71,10.8,2.91,0,3,4.0,40.8,29,42,9.4,89,33.8,3,18,,,,,50.5,42.0,78.1,,39.9,,,65.0,,,2,3,94,28.6,50.2,13.5,12,6,0,6,2,3,3.2,380,5.4,0,351,32.1,54.8,50.1,64.8,65.8,146,155,12.1,2.82,1,5,3.0,52.9,82,46,14.6,174,66.2,14,41,,,,,48.6,56.6,81.2,,57.5,55.1,,50.5,,,1,5,187,32.6,64.4,8.6,15,3,1,6,3,11,5.9,938,6.1,62.4,165,168,11.2,2.55,1,5,2.7,51.8,87,0,15.5,175,66.5,16,46,,,,,61.9,57.6,81.3,,56.6,56.6,,65.2,,,0,7,190,,62.1,0.0,0,6,1,1,5,10,5.3,981,5.8,1,56.8,44,58,13.7,3.44,0,3,5.0,41.4,24,88,4.0,88,33.5,1,13,,,,,29.4,38.5,78.0,,40.3,59.8,,50.2,,,3,1,91,30.7,53.6,30.7,27,3,0,11,0,4,4.4,337,5.8
Kyron Drones,144506,QB,VA TECH,9,256,75.3,89,104,6.8,2.97,3,2,1.9,55.8,58,56,13.4,114,44.5,9,37,,,,66.7,54.9,73.7,79.1,,72.0,86.9,,60.1,,,1,3,118,5.4,70.2,2.6,3,6,0,11,2,2,1.7,680,6.5,0,337,51.0,79.6,73.2,73.4,70.7,116,121,9.9,2.99,1,7,5.5,64.5,78,44,4.9,142,55.5,4,35,,,,,42.8,68.1,80.1,,70.8,54.3,,49.5,,,1,3,148,22.7,97.8,7.0,10,10,0,3,8,7,4.7,881,7.3,78.6,145,149,8.0,2.41,3,6,3.9,70.5,105,0,7.9,156,60.9,9,46,,,,66.7,59.6,85.4,80.5,,86.2,80.7,,46.2,,,0,4,162,,97.2,0.0,0,5,0,1,7,4,2.5,1143,7.7,1,58.3,60,76,10.0,3.88,1,3,3.8,40.8,31,100,11.4,100,39.1,4,26,,,,,32.7,49.2,78.5,,48.4,60.0,,59.1,,,2,2,104,13.0,61.2,13.0,13,11,0,13,3,5,4.8,418,5.5
Gevani McCoy,147609,QB,OREGON ST,9,246,71.4,63,68,9.2,2.97,1,4,5.5,63.2,43,39,4.4,86,35.0,2,35,,,,,71.7,79.9,78.1,,72.4,60.0,,79.8,,,1,1,93,15.4,89.6,7.0,6,12,0,3,2,2,2.2,509,7.5,0,265,35.0,68.7,66.7,63.0,64.9,134,136,8.1,2.93,0,3,2.1,60.3,82,37,5.7,160,65.0,5,39,,,,,50.4,58.8,80.7,,61.8,54.3,,49.4,,,0,5,169,24.3,63.8,5.6,9,15,0,2,1,5,3.0,794,5.8,66.5,155,156,8.5,2.66,0,5,3.0,62.2,97,0,5.8,170,69.1,6,53,,,,,51.6,67.9,80.9,,68.1,54.3,,59.1,,,0,4,179,,72.9,0.0,0,14,0,1,2,5,2.8,950,6.1,1,69.0,42,48,8.2,3.59,1,2,3.8,58.3,28,76,3.4,76,30.9,1,21,,,,,71.3,65.6,77.6,,60.9,60.0,,68.7,,,1,2,83,19.7,70.9,19.7,15,13,0,4,1,2,2.4,353,7.4
DeShawn Purdie,184271,QB,CHARLOTTE,9,242,55.1,89,98,14.9,2.65,1,17,15.9,46.9,46,49,6.1,123,50.8,3,32,,,,,14.1,51.9,43.1,,52.8,,,57.2,,,0,2,133,34.7,100.3,13.8,17,7,0,8,9,12,9.0,869,8.9,0,136,20.8,50.7,49.5,59.8,60.0,100,106,14.6,2.88,1,7,6.3,52.8,56,38,6.7,119,49.2,4,36,,,,,55.6,50.1,79.3,,49.0,,,64.5,,,0,4,125,15.8,71.0,5.0,6,5,0,5,1,8,6.4,953,9.0,61.4,145,146,13.3,2.29,0,15,9.4,58.2,85,0,4.5,155,64.0,4,52,,,,,57.1,62.3,50.2,,60.5,,,75.3,,,0,4,168,,90.3,1.3,2,4,0,1,5,11,6.5,1392,9.5,3,45.5,44,58,19.3,3.61,2,9,15.0,29.3,17,87,15.0,87,36.0,3,16,,,,,9.6,30.8,77.9,,32.2,,,50.6,,,0,2,90,24.1,72.3,24.1,21,8,0,12,5,9,10.0,430,7.4
Matthew Caldwell,150302,QB,TROY,9,239,79.5,73,80,7.6,2.46,5,2,2.4,70.0,56,26,3.4,84,35.1,2,41,,,,66.7,71.6,75.7,77.9,,73.8,85.1,,59.2,,,0,2,89,7.7,106.6,2.4,2,2,0,2,6,3,3.4,607,7.6,0,318,29.6,63.7,62.0,59.1,71.0,131,145,8.6,2.69,2,5,3.4,59.3,86,39,7.5,155,64.9,7,44,,,,,35.4,53.6,80.5,,54.1,,,54.6,,,3,6,162,20.5,78.9,5.2,8,1,0,9,7,10,6.2,994,6.9,75.3,166,171,7.5,2.26,5,6,3.4,69.6,119,0,4.8,174,72.8,6,69,,,,66.7,65.3,74.7,81.0,,73.0,87.9,,60.1,,,0,4,182,,102.8,0.0,0,2,0,0,10,6,3.3,1355,7.9,1,68.4,38,54,11.4,3.53,2,1,1.8,42.6,23,65,11.5,65,27.2,3,16,,,,,26.7,34.5,76.9,,35.9,60.0,,52.5,,,3,4,69,15.4,44.2,15.4,10,1,0,11,3,7,10.1,246,4.6
Braylon Braxton,144442,QB,MARSHALL,11,238,70.1,87,96,10.9,2.5,1,9,8.7,59.4,57,32,6.6,108,45.4,4,45,,,,,72.4,87.1,78.9,,82.0,,,81.6,,,1,1,115,15.6,125.2,4.6,5,6,0,7,11,5,4.3,916,9.5,0,214,64.4,81.2,77.6,70.9,69.2,104,111,10.1,3.0,2,3,2.6,60.4,67,32,6.9,130,54.6,5,38,,,,,57.3,65.8,79.7,,68.6,,,51.8,,,0,1,136,12.5,99.5,3.1,4,15,0,5,8,3,2.2,715,6.4,72.0,161,165,9.7,2.3,2,10,5.9,66.1,109,0,6.0,174,73.1,7,66,,,,,74.1,86.3,80.9,,85.9,,,57.6,,,0,2,179,,120.3,0.0,0,8,0,2,16,3,1.7,1423,8.6,2,56.7,30,42,14.3,4.07,1,2,4.1,35.7,15,64,11.8,64,26.9,2,17,,,,,46.2,54.9,77.0,,49.8,,,66.7,,,1,0,72,14.1,76.3,14.1,9,13,0,10,3,5,6.9,208,5.0
Emmett Brown,157344,QB,S JOSE ST,8,233,71.4,77,83,11.7,2.36,5,4,4.4,61.4,51,32,7.3,89,38.2,4,39,,,,,23.8,74.2,78.3,,70.7,,,77.4,,,0,0,99,15.6,111.6,5.6,5,1,0,1,5,4,4.0,761,9.2,0,285,35.7,71.5,69.9,66.1,63.5,126,136,12.9,2.63,2,9,6.3,55.1,75,32,6.3,144,61.8,5,39,,,,,58.4,64.4,80.3,,66.9,54.7,,45.4,,,0,5,153,6.3,86.2,1.4,2,6,0,8,11,9,5.9,864,6.4,69.3,163,168,11.7,2.25,4,9,5.1,64.3,108,0,4.4,169,72.5,5,65,,,,,57.8,77.6,80.8,,76.6,54.3,,,,,0,4,176,,104.8,0.6,1,0,0,1,13,7,4.0,1341,8.0,3,55.0,40,51,15.2,3.25,3,4,6.7,35.3,18,64,18.2,64,27.5,4,13,,,,,21.6,51.1,77.4,,51.4,59.9,,56.8,,,0,1,76,9.4,66.1,9.4,6,7,0,8,3,6,7.9,284,5.6
Davis Warren,73940,QB,MICHIGAN,9,228,71.0,62,69,6.2,2.66,3,2,2.9,60.9,42,28,4.5,74,32.5,2,23,,,,,41.3,53.5,77.2,,53.3,,,,,,2,5,75,17.9,57.1,6.8,5,0,0,2,2,6,8.0,411,6.0,0,222,52.6,72.1,70.9,59.4,75.8,132,141,6.7,2.87,4,4,2.7,66.0,93,42,7.0,154,67.5,7,45,,,,,59.6,78.7,80.4,,79.0,51.6,,58.4,,,0,4,160,9.5,80.2,2.6,4,8,0,5,5,3,1.9,785,5.6,80.0,145,153,5.6,2.39,5,3,1.9,70.6,108,0,6.9,158,69.3,8,54,,,,,73.8,79.9,80.5,,79.1,54.3,,61.9,,,0,4,164,,86.2,0.0,0,4,0,3,5,3,1.8,927,6.1,1,57.1,49,57,9.2,3.73,2,3,5.2,47.4,27,70,3.6,70,30.7,1,14,,,,,25.8,50.1,77.0,,50.8,60.0,,55.9,,,2,5,71,12.9,36.4,12.9,9,4,0,4,2,6,8.5,269,4.7
Aidan Armenta,175731,QB,LA MONROE,11,226,70.3,64,68,10.9,2.56,0,3,3.9,55.9,38,27,15.6,79,35.0,7,24,,,,,71.4,74.3,77.8,,75.9,57.6,,53.4,,,1,1,87,18.5,85.6,6.3,5,5,0,3,3,4,4.6,463,6.8,0,209,56.3,71.6,67.4,71.7,65.0,117,123,11.1,2.79,0,7,5.6,52.8,65,48,14.5,147,65.0,11,33,,,,,58.4,62.0,80.1,,59.9,,,68.0,,,2,9,150,22.9,59.8,7.5,11,7,0,4,6,9,6.0,823,6.7,66.2,136,137,11.8,2.31,0,8,5.6,56.2,77,0,14.4,151,66.8,13,41,,,,,73.6,73.7,80.4,,72.9,57.6,,62.4,,,0,8,159,,66.5,0.0,0,7,0,1,6,9,5.7,898,6.6,6,68.9,45,54,8.4,3.51,0,2,3.5,48.1,26,75,16.1,75,33.2,5,16,,,,,47.2,54.3,77.3,,53.6,,,60.5,,,3,2,78,21.3,75.2,21.3,16,5,0,6,3,4,5.1,388,7.2
DJ Lagway,184426,QB,FLORIDA,12,225,66.1,62,65,12.5,2.76,1,7,10.6,61.5,40,30,2.4,73,32.4,1,29,,,,,70.9,80.8,77.1,,81.6,,,52.6,,,0,1,74,20.0,108.9,8.2,6,2,0,2,4,1,1.4,646,9.9,0,163,58.9,67.0,72.9,46.1,69.2,120,131,11.4,3.04,3,11,8.0,57.3,75,44,9.6,152,67.6,8,45,,,,,73.6,62.4,80.4,,64.9,,,49.8,,,1,8,159,15.9,85.1,4.6,7,14,4,3,8,6,3.8,1269,9.7,72.5,138,146,11.1,2.49,4,14,9.2,63.7,93,0,7.0,151,67.1,7,60,,,,,73.6,76.2,80.3,,76.3,,,54.0,,,0,6,158,,106.0,0.0,0,5,4,0,10,5,3.2,1582,10.8,4,54.5,44,50,13.7,3.87,0,4,7.8,44.0,22,74,8.3,74,32.9,2,14,,,,,70.9,56.1,77.2,,60.7,,,48.6,,,1,3,75,17.6,54.8,17.6,13,11,0,5,2,2,2.7,333,6.7
Joe Fagnano,104768,QB,UCONN,10,222,70.2,47,54,8.7,2.47,2,3,5.2,53.7,29,29,12.1,58,26.1,4,22,,,,,70.3,67.3,76.6,,66.7,59.9,,61.5,,,2,2,63,10.3,96.1,5.2,3,1,0,3,6,1,1.6,359,6.6,0,146,67.3,68.9,68.9,57.0,71.3,143,153,9.3,2.51,1,4,2.5,59.5,91,38,10.8,164,73.9,11,50,,,,,73.9,66.3,80.9,,68.3,59.9,,48.5,,,2,2,172,7.9,111.3,1.8,3,8,0,7,14,3,1.7,1272,8.3,74.1,147,151,8.4,2.23,2,6,3.8,66.2,100,0,8.3,155,69.8,9,58,,,,,73.7,74.5,80.4,,75.1,,,49.6,,,0,2,162,,124.6,0.0,0,4,0,2,16,2,1.2,1360,9.0,2,60.5,43,56,11.6,3.14,1,1,1.7,35.7,20,67,23.1,67,30.2,6,14,,,,,70.8,51.9,77.6,,52.7,58.9,,55.6,,,4,2,73,9.0,60.9,9.0,6,5,0,8,4,2,2.7,271,4.8
Tommy Ulatowski,163150,QB,KENT STATE,9,219,44.6,56,74,13.3,3.33,3,5,6.3,33.8,25,56,0.0,87,39.7,0,16,,,,,71.7,50.8,78.1,,49.4,56.7,,65.9,,,2,3,93,17.9,58.3,11.5,10,3,0,13,5,3,3.2,398,5.4,0,201,51.0,57.2,58.3,52.8,70.5,88,102,13.3,3.48,2,10,9.3,54.9,56,46,9.7,132,60.3,6,36,,,,,45.9,61.2,79.7,,65.8,54.3,,44.6,,,0,5,137,39.1,99.3,13.6,18,12,0,12,10,6,4.4,960,9.4,68.8,96,106,13.1,2.92,3,11,9.6,57.5,61,0,7.6,117,53.4,5,37,,,,,56.0,69.2,79.3,,71.4,54.3,,51.6,,,0,6,125,,97.5,1.7,2,9,0,7,10,6,4.8,1008,9.5,2,43.8,48,70,13.6,3.99,2,4,5.5,28.6,20,102,4.8,102,46.6,1,15,,,,,58.4,40.5,78.6,,41.8,56.7,,52.2,,,2,2,105,25.5,59.8,25.5,26,6,0,18,5,3,2.9,350,5.0
Nick Evers,158082,QB,UCONN,9,210,62.2,45,53,9.6,2.92,0,0,0.0,41.5,22,35,21.4,68,32.4,6,10,,,,,27.1,39.8,25.0,,46.8,,,42.3,,,2,2,72,20.0,40.8,10.3,7,8,0,6,1,4,5.6,173,3.3,0,146,53.5,60.9,61.6,57.4,69.6,125,129,9.3,2.7,3,7,5.3,58.9,76,29,12.6,142,67.6,11,42,,,,,73.3,67.8,80.0,,69.2,60.0,,53.2,,,0,3,146,17.2,76.1,3.5,5,8,0,1,4,4,2.7,752,5.8,70.8,137,140,8.6,2.46,3,6,4.1,58.6,82,0,15.5,146,69.5,15,43,,,,,73.5,71.3,80.1,,72.7,,,49.8,,,0,4,152,,68.4,0.0,0,6,0,0,3,3,2.0,748,5.3,2,54.5,33,42,12.5,3.5,0,1,2.3,38.1,16,64,11.1,64,30.5,2,9,,,,,26.2,30.6,23.3,,35.8,60.0,,46.1,,,2,1,66,18.8,57.3,18.8,12,10,0,7,2,5,7.6,177,4.2
Jake Garcia,143941,QB,E CAROLINA,6,208,66.7,60,67,9.8,2.48,3,3,4.2,53.7,36,38,10.0,78,37.5,4,22,,,,,48.2,58.5,77.6,,56.9,,,65.7,,,0,3,84,21.1,73.0,10.3,8,3,0,4,3,6,7.1,480,7.2,0,156,44.4,68.1,63.2,72.8,72.5,109,115,11.8,2.56,0,9,7.4,63.5,73,32,7.6,130,62.5,6,48,,,,,40.8,70.3,79.7,,66.7,,,73.8,,,0,9,136,21.9,71.0,5.4,7,8,0,6,5,11,8.1,942,8.2,73.4,128,131,10.6,2.26,2,7,5.1,65.6,86,0,8.5,138,66.3,8,55,,,,,73.2,69.9,79.9,,67.1,,,71.5,,,0,6,144,,87.9,0.0,0,7,0,1,6,9,6.3,1097,8.4,0,61.0,41,51,12.7,3.07,1,5,8.9,45.1,23,70,8.0,70,33.7,2,15,,,,,21.6,58.0,77.2,,54.9,,,69.5,,,0,6,76,21.4,39.7,21.4,15,4,0,9,2,8,10.5,325,6.4
